,country,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,compensationAsOfEpochDate,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk
0,Netherlands,Biotechnology,,Healthcare,,"LAVA Therapeutics N.V., a clinical-stage immuno-oncology company, focuses on developing cancer treatments. The company through its Gammabody platform, develops a portfolio of novel bispecific antibodies to engage and leverage the potency and precision of gamma delta T cells to elicit an anti-tumor immune response and enhance outcomes for cancer patients. Its lead clinical-stage candidates are LAVA-1207 that is in Phase 1/2a clinical trial for metastatic castration-resistant prostate cancer. The company is developing other Gammabody drug candidates, which include LAVA-1223, which targets the epidermal growth factor receptor (EGFR) for the treatment of selected solid tumors, as well as LAVA-1266 which are preclinical candidates for the treatment of various hematologic malignancies. LAVA Therapeutics N.V. has a research collaboration and license agreement with Janssen Biotech, Inc. for the potential discovery and development of multi-specific antibody products that are directed to a specified target in various fields of use; and a collaboration with Merck & Co., Inc. to evaluate anti-PD-1 therapy KEYTRUDA in combination with LAVA-1207. LAVA Therapeutics N.V. was incorporated in 2016 and is headquartered in Utrecht, the Netherlands.",37.0,,,,,,,0.504,,-0.82474226,7463.0,7463.0,48715.0,18500.0,18500.0,42075680.0,1.131,6.47,5.68744,1.71648,2.186995,,,USD,-38561284.0,,12091772.0,26297300.0,,1.631,0.9809933,1703980800.0,1735603200.0,1719705600.0,,-24183000.0,-0.89,-1.94,,,,-5.212,1.434,,,,,NMS,EQUITY,LVTX,LVTX,LAVA Therapeutics N.V.,LAVA Therapeutics N.V.,1616765400,America/New_York,EDT,86800000.0,3.301,-26883000.0,6163000.0,6.233,6.39,7398000.0,14.373,0.274,-0.15991001,-0.45299,-17983250.0,-27081000.0,,,0.97783,,-3.71479,USD,,,,,,
0,Austria,Banks—Regional,,Financial Services,,"Wiener Privatbank SE provides various financial products and services to family offices, private investors, institutions, and foundations in Austria and internationally. The company provides asset management services comprising fund management; portfolio selection and management; selection of funds, securities, and stocks; and securities trading, brokerage, and research services, as well as engages in portfolio analysis, wealth planning, foreign exchange and financial institutions, and foreign currency accounts. It offers service packages for companies related to capital market issues, including exchange listing/IPO; structuring and settlement of bond issues; and paying agent, securities control, and processing issues services, as well as corporate support actions. In addition, the company engages in developing investment solutions related to real estate, such as retirement investment apartments, real estate investment companies, real estate funds and mortgage bonds, real estate development, facility management, and real estate brokerage services. Wiener Privatbank SE was founded in 1981 and is headquartered in Vienna, Austria.",77.0,,0.25,0.0388,1686009600.0,,13.21,0.251,,,5.0,5.0,7101.0,43.0,43.0,38285496.0,5.2,8.0,3.2978327,7.498,6.40975,0.4,0.051948056,EUR,71955072.0,-0.34901002,2864859.0,5004640.0,,7.886,0.9700735,1703980800.0,1735603200.0,1719705600.0,,-4051793.0,-0.8,,,,,6.198,,,,,,VIE,EQUITY,WPB.VI,WPB.VI,Wiener Privatbank SE,Wiener Privatbank SE,946886100,Europe/Amsterdam,CEST,3737674.0,0.747,,36475248.0,,,11609290.0,,2.32,-0.01244,-0.09668,,23239908.0,,-0.828,,,-3.5524201,EUR,,,,,,
0,Germany,Advertising Agencies,,Communication Services,,"ad pepper media International N.V., an investment holding company, engages in the development of performance marketing solutions worldwide. It operates through three segments: ad pepper, ad agents, and Webgains. The ad pepper segment operates iLead, a lead generation platform, that helps in acquisition of client data free from financial risk; iSense, a targeting platform, that helps in delivering the right message to the right person in the right place at the right time; Mailpepper, an email marketing platform; and provides performance display online advertising solution. The ad agents segment is involved in the search engine advertising and optimization, affiliate management, product data management, social media advertising, analytics and data, banner and video advertising material, Google marketing platform, display advertising, and consulting activities. The Webgains segment designs campaigns; and provides affiliate marketing solutions. The company was founded in 1999 and is headquartered in Nuremberg, Germany.",207.0,1703980800.0,,,1305676800.0,,,1.035,,44.5,7236.0,7236.0,2374.0,6609.0,6609.0,39072956.0,1.65,2.5,1.8046721,1.829,2.0537,,,EUR,19582430.0,0.0038800002,10364000.0,21951100.0,,0.806,2.2084367,1703980800.0,1735603200.0,1719705600.0,,84000.0,,0.04,,2:1,1243382400.0,0.904,-32.692,,,,,GER,EQUITY,APM.DE,APM.DE,"AD PEPPER MEDIA  EO 0,05",ad pepper media International N.V.,966322800,Europe/Berlin,CEST,19822000.0,0.903,-599000.0,662000.0,1.706,1.709,21651000.0,3.587,1.006,-0.01013,0.03203,-1640000.0,-228000.0,,-0.033,0.96753,-0.02767,0.05284,EUR,,,,,,
0,France,Consumer Electronics,,Technology,,"BigBen Interactive designs, produces, and distributes accessories for video game consoles, and smartphones and tablets in France and internationally. It offers audio products; technical support services; accessories, such as controllers, headsets, keyboards, mice, microphones, memory cards, protections, bags, etc. The company also develops, publishes, and distributes video games; and provides technical support services. BigBen Interactive was incorporated in 1981 and is headquartered in Lesquin, France.",1340.0,1735603200.0,,,1658880000.0,,,0.956,1.8392856,3.4915254,8032.0,8032.0,18318.0,16657.0,16657.0,38112676.0,1.882,3.88,0.13052599,2.08402,2.559355,,,EUR,310496384.0,0.04798,11740203.0,18501300.0,,12.066,0.17072766,1711843200.0,1743379200.0,1711843200.0,2.216,14011000.0,1.12,0.59,0.13,,,1.063,26.318,,,,,PAR,EQUITY,BIG.PA,BIG.PA,BIGBEN INTERACTIVE,BigBen Interactive,946886400,Europe/Paris,CEST,41190000.0,2.226,11798000.0,210067008.0,0.934,1.503,291992992.0,64.234,15.724,0.0074400003,0.06669,-10744625.0,79726000.0,2.208,0.131,0.47895,0.040409997,0.06595,EUR,,9.0,10.0,9.0,9.0,10.0
0,Greece,Oil & Gas Midstream,,Energy,,"Top Ships Inc. owns and operates tanker vessels worldwide. The company's tanker vessels transport crude oil, petroleum products, and bulk liquid chemicals. As of December 31, 2023, it had a fleet with a total capacity of 1,435,000 deadweight tonnes (dwt) consisting of one 50,000 dwt product/chemical tanker, five 157,000 dwt Suezmax tankers, two 300,000 dwt very large crude carriers, and two 50,000 dwt product tankers. The company was formerly known as Top Tankers Inc. and changed its name to Top Ships Inc. in December 2007. Top Ships Inc. was incorporated in 2000 and is based in Marousi, Greece.",,,,,1144800000.0,,,1.749,,4.0867577,849.0,849.0,7937.0,5660.0,5660.0,41404488.0,5.51,18.97,0.4936746,8.8078,11.8791,,,USD,301614656.0,0.026600001,959890.0,4626200.0,,30.552,0.29294318,1703980800.0,1735603200.0,1719705600.0,-0.664,-22720000.0,-13.56,2.19,,1:25,1597017600.0,3.596,7.432,,,,,ASE,EQUITY,TOPS,TOPS,"TOP Ships, Inc.",Top Ships Inc.,1091453400,America/New_York,EDT,16799000.0,3.631,40583000.0,277054016.0,0.558,0.634,83870000.0,196.018,24.884,0.03813,0.01365,26950500.0,22623000.0,-0.649,0.022,0.59389997,0.48388,0.33951,USD,,,,,,
0,Germany,Auto Parts,,Consumer Cyclical,,"Delticom AG, together with its subsidiaries, engages in online sales of tires and wheels in Europe. The company sells its tires to retail and commercial customers for passenger cars, motorbikes, trucks, utility vehicles, buses, and wheel sets. It operates online shops and online distribution platforms. The company was incorporated in 1999 and is based in Hanover, Germany.",164.0,1703980800.0,,,1525824000.0,,2.41,0.844,5.681818,7.5757575,3064.0,3064.0,8379.0,2258.0,2258.0,37078500.0,1.82,3.5,0.07567412,2.406,2.525525,,,EUR,108292640.0,0.013359999,7744195.0,14831400.0,,3.238,0.77208155,1703980800.0,1735603200.0,1719705600.0,-0.96,6544000.0,0.44,0.33,0.13,3:1,1245628800.0,0.221,9.215,,,,,GER,EQUITY,DEX.DE,DEX.DE,DELTICOM AG  NA O.N.,Delticom AG,1161846000,Europe/Berlin,CEST,3672000.0,0.248,11752000.0,76666000.0,0.186,0.891,489976000.0,159.628,33.078,0.02169,0.14652,4199875.0,12428000.0,-0.959,0.072,0.25893998,0.02398,0.0135699995,EUR,,,,,,
0,Germany,Textile Manufacturing,,Consumer Cyclical,,"Hoftex Group AG, through its subsidiaries, develops, manufactures, and sells textile products for various applications in Germany and internationally. The company operates through NEUTEX, HOFTEX, and TENOWO divisions. It engages in weaving, dyeing, and finishing of decorative fabrics. The company also offers yarns and fabrics; acoustic nonwoven fabrics for the automotive industry; and nonwoven fabrics for construction, cable, and apparel sectors. The company was formerly known as Textilgruppe Hof AG and changed its name to Hoftex Group AG in January 2013. Hoftex Group AG was founded in 1853 and is based in Hof, Germany.",879.0,,,,1657497600.0,,1.56,0.094,,,259.0,259.0,63.0,360.0,360.0,36207920.0,6.5,9.9,0.24423884,6.693,7.57325,,,EUR,26806400.0,-0.02308,,5444800.0,,19.74,0.33687943,1703980800.0,1735603200.0,1719705600.0,0.816,-3422000.0,-0.69,,,,,0.181,6.67,,,,,MUN,EQUITY,NBH.MU,NBH.MU,HOFTEX GROUP AG  O.N.,Hoftex Group AG,946882800,Europe/Berlin,CEST,9946000.0,1.827,4019000.0,,,,148248000.0,,30.743,-0.01466,-0.03133,,9048000.0,1.0,-0.104,0.50912,0.02711,-0.00832,EUR,,,,,,
0,France,Specialty Retail,,Consumer Cyclical,,"Hunyvers SA engages in the sale of new and used recreational vehicles of various brands. The company provides maintenance and services, such as oil change, overhaul, repairs, tires, sealing, electricity, bodywork, and tailor-made layout, as well as installation of accessories. It also offers insurance and credit services; and rents motorhomes. The company was incorporated in 2006 and is headquartered in Limoges, France.",171.0,,,,,,,,18.897959,,271.0,271.0,252.0,557.0,557.0,35780456.0,9.16,14.35,0.36656463,10.2834,11.71185,,,EUR,52017564.0,0.04541,1021787.0,3863980.0,,6.924,1.3373773,1661904000.0,1693440000.0,,,4432739.0,0.49,,,,,0.533,7.851,,,,,PAR,EQUITY,ALHUN.PA,ALHUN.PA,HUNYVERS,Hunyvers SA,1646121600,Europe/Paris,CEST,,,6625766.0,,1.224,2.569,97610224.0,,25.239,0.07249,0.33064,-3988579.0,1211354.0,,,0.21795,0.067880005,0.06366,EUR,,,,,,
0,France,Communication Equipment,,Technology,,"ATEME SA, together with its subsidiaries, produces and sells electronic and computer devices and instruments worldwide. The company offers video processing solutions, such as TITAN Edge Bridge, a low latency 4k baseband converter; TITAN Recorder, a stream-delay solution; TITAN Edge Gateway; TITAN Edge Encoder, a low Latency 4K contribution encoder; TITAN edge Decoder; TITAN Live, software-based live video compression for the converged headend; TITAN File, a video transcoding software; TITAN Mux, a multi-function software stream processing solution; KYRION DR5000, an ultra-low latency receiver decoder; and KYRION CM5000e, an ultra-low latency encoder. It also provides NEA-CDN, an OTT scale service solution; NEA-DVR; NEA-Live for immersive viewing experience; NEA-Composer Dynamic Ad Insertion; NEA Composer Linear Origination; and NEA Genesis. In addition, the company offers PILOT Media, a cloud native media supply chain solution; PILOT Manager, a cloud native management system; PILOT Analytics, a business intelligence for media experiences; and provides SaaS video delivery. It serves its products to the content and service providers. ATEME SA was incorporated in 1991 and is headquartered in Vélizy-Villacoublay, France.",560.0,1703980800.0,,,,,,0.417,,10.133333,5547.0,5547.0,5093.0,9322.0,9322.0,34863632.0,2.82,7.8,0.3802296,3.4514,4.70505,,,EUR,65998276.0,-0.097849995,7472964.0,11468300.0,,2.648,1.1480362,1703980800.0,1735603200.0,1719705600.0,,-8972000.0,-0.29,0.3,-0.61,,,0.72,-14.801,,,,,PAR,EQUITY,ATEME.PA,ATEME.PA,ATEME,ATEME SA,1404975600,Europe/Paris,CEST,3823000.0,0.333,-4459000.0,34204000.0,1.335,1.547,91691000.0,112.406,8.011,-0.04257,-0.25926,-6176000.0,-3295000.0,,-0.17,0.58702,-0.04863,-0.16816999,EUR,,7.0,6.0,10.0,8.0,8.0
0,France,Rental & Leasing Services,,Industrials,,"Touax SCA engages in the operational leasing, sale, and management of mobile standardized equipment worldwide. The company operates through three divisions: Freight Railcars, River Barges, and Shipping Containers. It also offers freight railcars, including intermodal wagons, car-carrier railcars, coil carrying railcars, sliding wall wagons, hopper cars, and powder railcars. In addition, the company leases and sells river barges to logistics companies, railway operators, and industrial groups. Further, it is involved in fleet management; transports barges to river basins; and provision of insurance and technical expertise related to river transport. The company manufactures and sells modular constructions, industrialized buildings, and prefabricated elements. As of December 31, 2023, the company owned and managed a fleet of 327,922 twenty-foot equivalent unit containers. Touax SCA was founded in 1853 and is headquartered in La Défense, France.",247.0,1703980800.0,0.12,0.0242,1720396800.0,0.756,3.91,1.648,38.076923,4.380531,518.0,518.0,4897.0,3275.0,3275.0,34516548.0,3.44,6.12,0.1781904,4.8616,4.819,0.12,0.024193548,EUR,418026112.0,0.01232,4779149.0,6973040.0,,11.742,0.42156363,1703980800.0,1735603200.0,1719705600.0,-0.242,886000.0,0.13,1.13,,,,2.158,7.669,,,,,PAR,EQUITY,TOUP.PA,TOUP.PA,TOUAX,Touax SCA,946886400,Europe/Paris,CEST,38644000.0,5.533,54508000.0,351054016.0,0.778,1.638,193706000.0,229.482,27.716,0.028099999,0.018170001,40207248.0,8763000.0,-0.229,-0.017,0.52597,0.2814,0.14987999,EUR,,,,,,
0,Germany,Specialty Business Services,,Industrials,,"Francotyp-Postalia Holding AG provides business mail and digital solutions for businesses and authorities in Germany and internationally. The company develops, manufactures, rents, and sells franking systems. It also sells consumables, such as ink cartridges; and provides software solutions for cost center management, as well as teleporto services. In addition, the company engages in collecting post and sorting them by postcode, as well as delivering in batches to a regional office of Deutsche Post or an alternative postal distributor. Further, it offers hybrid mail services and solutions for digital communication; solutions for incoming mail processing, including digital storage of scanned documents; and digital communication services comprising FP Sign, a cloud-based electronic solution for the legally binding digital signing and exchange of contracts and documents; TransACTmail, an online letter service; Vision 360, a software that gives franking machine customers a 360-degree view of their postage costs; De-Mail that enables public authorities to exchange documents electronically; FP Parcel Shipping, which allows customers to select the shipping service provider for their parcels; Neomonitor; back office and front office automation solutions; digital business, mail and shipping, and office solutions; and Internet of Things solutions. Francotyp-Postalia Holding AG was founded in 1923 and is headquartered in Berlin, Germany.",1025.0,1703980800.0,,,1559088000.0,,2.73,0.37,2.7160494,3.7931037,2546.0,2546.0,3905.0,2376.0,2376.0,34372580.0,2.16,3.12,0.1423873,2.3008,2.5291,,,EUR,19725430.0,0.05131,9201200.0,15623900.0,,2.4,0.9166666,1703980800.0,1735603200.0,1719705600.0,-0.798,12386000.0,0.81,0.58,0.28,,,0.082,0.961,,,,,GER,EQUITY,FPH.DE,FPH.DE,FRANCOTYP-POSTALIA HLDG,Francotyp-Postalia Holding AG,1164873600,Europe/Berlin,CEST,39033000.0,2.498,20529000.0,23761000.0,0.72,1.007,241402000.0,63.371,16.462,0.03839,0.39556998,9333875.0,27052000.0,-0.833,-0.076,0.54159,0.085039996,0.00841,EUR,,,,,,
0,Austria,Real Estate Services,,Real Estate,,"Warimpex Finanz- und Beteiligungs AG operates as a real estate development and investment company in Austria, and Central and Eastern Europe. The company operates through Hotels, Investment Properties, and Development and Services segments. It develops and operates offices and hotel properties. The company was founded in 1959 and is headquartered in Vienna, Austria.",78.0,,,,1602028800.0,,,0.913,,5.0769234,1000.0,1000.0,3879.0,5281.0,5281.0,34360064.0,0.61,0.98,0.6954775,0.66812,0.762395,,,EUR,254430080.0,-0.66378,32420813.0,52060700.0,,2.259,0.29216468,1703980800.0,1735603200.0,1719705600.0,,-32794000.0,-0.63,0.13,-0.57,,,5.15,13.884,,,,,VIE,EQUITY,WXF.VI,WXF.VI,Warimpex Finanz- und Bet. AG,Warimpex Finanz- und Beteiligungs AG,1169798100,Europe/Amsterdam,CEST,5335000.0,0.102,18325000.0,225264992.0,0.233,0.341,49405000.0,191.318,0.987,0.02615,-0.24588,-2021000.0,12899000.0,,0.04,0.64339995,0.37091,0.30298,EUR,,,,,,
0,Germany,Internet Retail,,Consumer Cyclical,,"Artnet AG, through its subsidiary, operates as an online resource of art in the United States, Germany, and internationally. It operates through three segments: Data, Marketplace, and Media. The Data segment offers Price Database Fine Art and Design and the Price Database Decorative Art; market alerts; and analytics reports. The Marketplace segment includes Artnet Auctions, ArtNFT, and the Gallery Network. The Media segment provides news of events, trends, people that shape the art market and global art industry, minute analysis, and commentary under Artnet News; and provides data driven market stories to industry professionals under Artnet News Pro. In addition, the company offers a platform to buy and sell artworks online. Artnet AG was founded in 1989 and is based in Berlin, Germany.",131.0,1703980800.0,,,,,,1.089,,,3452.0,3452.0,1479.0,577.0,577.0,34299192.0,4.86,8.15,1.5237583,5.587,5.98265,,,EUR,33588052.0,-0.0332,2540341.0,5706070.0,,0.64,9.140625,1703980800.0,1735603200.0,1719705600.0,,-747348.0,-0.14,,,,,1.492,-25.349,,,,,GER,EQUITY,ART.DE,ART.DE,ARTNET AG NA O.N.,Artnet AG,947836800,Europe/Berlin,CEST,419416.0,0.074,-1325002.0,2053491.0,0.312,0.365,22509602.0,56.251,3.954,-0.07921,-0.18781,-324286.0,467809.0,,-0.026,0.54703,-0.05886,0.01785,EUR,,,,,,
0,Germany,Asset Management,,Financial Services,,"GBK Beteiligungen AG is a private equity firm specializing in later stage, middle market, management buyouts, ownership buyouts, management buy-ins, spin offs as well as expansion financing, succession, emerging growth and bridge financing. The firm typically co-invests alongside its cooperation partner Hannover Finanz GmbH. It invests in all industries with a focus on production, trade and service companies. The firm prefers to invest in Germany, Austria, and Switzerland. It typically invests a minimum of 3 million ($3.37 million) in companies with maximum enterprise values of 150 million ($168.56 million) and an annual turnover of at least 20 million ($22.47 million). GBK prefers to take a minority equity stake in the transaction it participates. The firm has an average holding period of eight years. GBK Beteiligungen AG was founded in 1969 and is based in Hannover, Germany.",1.0,,0.1,0.02,1684108800.0,1.25,,-0.082235,23.809525,,1620.0,1620.0,209.0,,,33750000.0,2.54,6.0,4.2341766,5.292,4.94805,0.1,0.02,EUR,35775000.0,0.06408,,6750000.0,,7.954,0.62861454,1672444800.0,1703980800.0,,,510764.0,0.21,,,,,4.488,,,,,,HAM,EQUITY,GBQ.HM,GBQ.HM,GBK BETEILIG.AG O.N.,GBK Beteiligungen AG,1198825200,Europe/Berlin,CEST,,,,,4.337,6.322,7970853.0,,1.181,0.05604,0.00939,,,,,1.0,,0.65656996,EUR,,,,,,
0,France,Communication Equipment,,Technology,,"Netgem SA develops, operates, and distributes the NetgemTV digital video entertainment platform in France and Europe. It offers Netgem TV, which delivers content in various forms comprising live TV, VOD, SVOD, AVOD, FAST channels, and cloud gaming. The company also operates Netgem Studio, that offers end-to-end program preparation solutions, including mezzanine file recovery, metadata management, transcoding, and ingest to broadcast platforms; Netgem Platform, which manages libraries; Netgem Cloud Gaming for a seamless content experience for members of the family; Netgem Applications that offers a various range of applications; Netgem Customer Management, which provides security for the management of customer databases; and Netgem Services platform that offers a range of tools for the efficiency of the end-to-end management of the services, as well as operational maintenance, editorial management, marketing, and customer service. Netgem SA was founded in 1996 and is based in Paris, France.",113.0,1483142400.0,0.05,0.050100002,1718150400.0,1.0204,7.73,0.648,19.68,7.569231,2457.0,2457.0,21978.0,21711.0,21711.0,32963902.0,0.674,1.07,0.9629558,0.8444,0.90164,0.05,0.05,EUR,29777726.0,0.04464,18330846.0,33499900.0,,0.725,1.3572414,1703980800.0,1735603200.0,1719705600.0,,1528000.0,0.05,0.13,3.9,,,0.87,4.941,,,,,PAR,EQUITY,ALNTG.PA,ALNTG.PA,NETGEM,Netgem SA,955522800,Europe/Paris,CEST,5226000.0,0.156,6027000.0,1516000.0,0.918,1.077,34232000.0,6.247,1.022,0.01606,0.06302,1347000.0,5700000.0,,-0.075,0.69093,0.17606,0.04913,EUR,,,,,,
0,Germany,Information Technology Services,,Technology,,"KPS AG provides business transformation consulting and process optimization services in retail and consumer goods sectors in Germany, Scandinavia, the United Kingdom, Switzerland, Benelux, Spain, and internationally. It operates through three segments: Management Consulting/Transformation Consulting, System Integration, and Products/Licenses. The company offers advisory services on strategic, process, application, and technology issues relating to digital transformation, and supports its customers in rolling out and implementing solutions. It also sells software licenses, maintenance contracts, and hardware components as a certified systems house and sales partner. The company was formerly known as Haitec AG and changed its name to KPS AG in May 2008. KPS AG was founded in 1998 and is headquartered in Unterföhring, Germany.",682.0,,0.1,0.0862,1683763200.0,1.0,3.85,1.128,,3.0,48752.0,48752.0,12590.0,12475.0,12475.0,33334174.0,0.8,1.615,0.2193846,0.873,1.067045,,,EUR,81616400.0,-0.03876,21854008.0,41153300.0,,1.618,0.50061804,1696032000.0,1727654400.0,1719705600.0,,-5890000.0,-0.22,0.27,28.54,11:10,1467244800.0,0.537,67.746,,,,,GER,EQUITY,KSC.DE,KSC.DE,KPS AG NA O.N.,KPS AG,1198742400,Europe/Berlin,CEST,11064000.0,0.248,1204750.0,55679000.0,,,151944000.0,83.637,3.627,,,,,,-0.169,0.16725,0.007929999,0.10152,EUR,,,,,,
0,Finland,Medical Devices,,Healthcare,,"Nexstim Plc, a medical technology company, engages in the development of non-invasive brain stimulation technologies in Finland, rest of Europe, North America, and internationally. The company's navigated transcranial magnetic stimulation (nTMS) technology utilizes 3D navigation for providing accurate and personalized targeting of the TMS to the specific areas of the brain. It also offers Navigated Brain Therapy system, a navigated brain therapy system for the treatment of major depressive disorder (MDD) and chronic neuropathic pain; and Navigated Brain Stimulation (NBS) system, a navigated TMS system for pre-surgical mapping of the speech and motor cortices of the brain. The company primarily markets and sells its diagnostics systems to universities and teaching hospitals. Nexstim Plc was incorporated in 2000 and is headquartered in Helsinki, Finland.",39.0,,,,,,,1.26,,37.69231,17137.0,17137.0,7588.0,6903.0,6903.0,33151244.0,2.03,5.0,3.540025,3.6162,2.8988,,,EUR,35243412.0,-0.08896,3900754.0,6765560.0,,0.276,17.753624,1703980800.0,1735603200.0,1719705600.0,,-833113.0,-0.13,0.13,9.25,1:100,1621209600.0,3.763,-103.82,,,,,HEL,EQUITY,NXTMH.HE,NXTMH.HE,Nexstim Oyj,Nexstim Plc,1415952000,Europe/Helsinki,EEST,3032100.0,0.448,-339467.0,6311000.0,1.151,1.494,9364692.0,337.902,1.421,-0.043369997,-0.36388,-1570949.0,-214368.0,,0.246,0.82232004,-0.03625,-0.21871,EUR,,,,,,
0,Poland,Asset Management,,Financial Services,,"Grupa Kapitalowa IMMOBILE S.A. operates in the industry, construction and development, hotel industry, clothing industry, and automation and power engineering in Poland and internationally. It operates through Industry, Asset Leasing, Hotel, Developing and Construction Consulting, Industrial Construction, Automation and Power, and Clothing segments. The company constructs warehouses, industrial and commercial buildings, office buildings, residential buildings, and other buildings; produces and sells reloading systems, industrial machines, and steel structures; and manufactures crushing and grinding machines and warehouse equipment, such as forklifts and storage racks. It is involved in the real estate management and leasing business; construction and sale of apartments and real estate; and offers construction consultancy services. In addition, the company operates hotels in various cities, such as Sopot, Poznan, Bydgoszcz, Lódz, Szczecin, Warsaw, Elblag, Lublin, Gdansk, Chorzow, and Inowroclaw. Further, it provides general contracting; docking solutions; automatic parking systems; and offers services in air conditioning, ventilation, and heating system installation, as well as provides low, medium, and high voltage energy. Additionally, the company provides engineering services in the field of industrial automation, control and measurement equipment, reconstruction of gas reduction and measurement stations, telemetry, teletechnics, regulation, electronics, and metrology; and sells women's clothing under the QUIOSQUE brand through its own stores and online store. The company was formerly known as MAKRUM S.A. and changed its name to Grupa Kapitalowa IMMOBILE S.A. in 2014. Grupa Kapitalowa IMMOBILE S.A. was founded in 1868 and is based in Bydgoszcz, Poland.",1408.0,1640908800.0,0.05,0.0253,1693440000.0,2.1253998,1.84,0.379,,,1551.0,1551.0,9509.0,5880.0,5880.0,138655456.0,1.76,3.82,0.13926488,1.9225,2.606025,,,PLN,608514752.0,-0.02301,48046742.0,74948896.0,,2.343,0.789586,1703980800.0,1735603200.0,1719705600.0,,-22913000.0,-0.31,,,,,0.611,17.065,,,,,WSE,EQUITY,GKI.WA,GKI.WA,IMMOBILE,Grupa Kapitalowa IMMOBILE S.A.,1187852400,Europe/Warsaw,CEST,13897000.0,0.185,35659000.0,436280000.0,0.386,0.878,995624000.0,195.22,13.586,0.01281,-0.095790006,50908248.0,89246000.0,,0.137,0.14624,0.03582,-0.0117,PLN,,,,,,
0,Germany,Entertainment,,Communication Services,,"Pantaflix AG operates as an entertainment company. It develops, finances, produces, and sells films and series. The company offers PANTAFLIX, a steaming platform. It also develops artificial intelligence generated content. The company was formerly known as PANTALEON Entertainment AG and changed its name to Pantaflix AG in August 2017. The company was founded in 2009 and is based in Munich, Germany. Pantaflix AG is a subsidiary of Blackmars Capital Gmbh.",81.0,,,,,,,0.526,,-32.25,1000.0,1000.0,1031.0,617.0,617.0,32980010.0,1.24,2.7,2.0968773,1.3672,1.7875,,,EUR,41429592.0,-0.32088003,12782959.0,25565900.0,,0.02,64.5,1703980800.0,1735603200.0,1719705600.0,,-5046845.0,-0.19,-0.04,,11:1,1543276800.0,2.634,-3.207,,,,,GER,EQUITY,PAL.DE,PAL.DE,PAL NEXT AG INH O.N.,Pantaflix AG,1442991600,Europe/Berlin,CEST,32738078.0,1.281,-12917364.0,41187632.0,0.731,0.838,15728155.0,8026.572,0.615,-0.07241,-3.80849,,,,-0.936,0.30992,-0.82128996,-1.6658,EUR,,,,,,
0,Germany,Auto Parts,,Consumer Cyclical,,"STS Group AG supplies components and systems for the commercial vehicle and automotive industry in Germany, France, Mexico, the United States, and China. The company operates through three segments: Plastics, China, and Materials. It manufactures and sells interior systems and components, such as storage modules, including under bunk storage and upper shelf; exterior components comprising cab side modules, tailgates, rear lamp modules, and roof spoilers; and covers of battery system for electric vehicles for trucks, commercial vehicles, and passenger cars. The company also offers plastic parts for the exterior paneling of vehicles, such as bumpers, front panels, deflectors, roofs, mudguards, and entrances; and develops and produces sheet molding compounds, fiber molding compounds, and advanced fiber molding compounds. In addition, it provides prototyping and logistics services. The company was founded in 2013 and is headquartered in Hagen, Germany. STS Group AG is a subsidiary of Adler Pelzer Holding GmbH.",1300.0,,0.04,0.0084,1718323200.0,,,1.823,,5.9302325,1630.0,1630.0,825.0,121.0,121.0,32895000.0,4.2,7.25,0.10895992,4.8746,5.38115,0.041,0.008333334,EUR,58934000.0,-0.00364,1612694.0,6450000.0,,7.039,0.7245347,1703980800.0,1735603200.0,1719705600.0,,-1100000.0,-0.17,0.86,,,,0.195,3.069,,,,,GER,EQUITY,SF3.DE,SF3.DE,STS GROUP AG  O.N.,STS Group AG,1527836400,Europe/Berlin,CEST,32700000.0,5.07,19200000.0,59900000.0,0.556,0.963,301900000.0,131.938,46.806,0.02219,-0.02399,22900000.0,19000000.0,,0.093,0.35807,0.0636,0.02664,EUR,,,,,,
