"Rank","Name","Symbol","marketcap","price (USD)","country"
"1266","Carbios SAS","ALCRB.PA","202077874","10.8679","France"
"1267","Orrön Energy","ORRON.ST","200502743","0.701292","Sweden"
"1268","Deezer","DEEZR.PA","199679843","1.63345","France"
"1269","Powersoft","PWS.MI","199221448","15.79","Italy"
"1270","Pkp Cargo","PKP.WA","198785625","4.43848","Poland"
"1271","Atland SAS","ATLD.PA","197630003","45.9545","France"
"1272","Nightingale Health","HEALTH.HE","197126760","3.26691","Finland"
"1273","Deutsche Rohstoff","DR0.DE","194537106","38.9851","Germany"
"1274","Kendrion","KENDR.AS","192759595","12.436","Netherlands"
"1275","Quirin Privatbank","QB7.DE","191115531","4.29054","Germany"
"1276","Azerion Group","AZRN.AS","189217519","1.54851","Netherlands"
"1277","Hexaom","ALHEX.PA","188046939","27.442","France"
"1278","Prim, S.A.","PRM.MC","188033087","11.053","Spain"
"1279","Banque nationale de Belgique","BNB.BR","187302624","468.257","Belgium"
"1280","Pullup Entertainment","ALPUL.PA","186874442","21.7794","France"
"1281","Byggmästare Anders J Ahlström","AJA-B.ST","186697423","25.6197","Sweden"
"1282","Inmobiliaria del Sur","ISUR.MC","186388901","10.1274","Spain"
"1283","AGROB Immobilien","AGR.F","185660547","47.9146","Germany"
"1284","Oriola","OKDBV.HE","185469637","1.00947","Finland"
"1285","Visiativ SA","ALVIV.PA","185255050","40.2918","France"
"1286","Cegedim SA","CGM.PA","185156049","13.5032","France"
"1287","Lang &amp; Schwarz","LUS1.DE","184998367","19.6014","Germany"
"1288","Atai Life Sciences","ATAI","184578912","1.1","Germany"
"1289","Agfa-Gevaert","AGFB.BR","182894200","1.14777","Belgium"
"1290","ADM Hamburg","OEL.F","182653965","235.217","Germany"
"1291","Maisons du Monde","MDM.PA","181293974","4.57911","France"
"1292","Precia S.A.","ALPM.PA","180743530","33.4313","France"
"1293","Rosetti Marino","YRM.MI","180420342","47.479","Italy"
"1294","home24","H24.HM","179204896","5.31417","Germany"
"1295","Aumann AG","AAG.DE","179200192","12.1747","Germany"
"1296","Compagnie d'Entreprises CFE","CFEB.BR","179066309","7.21986","Belgium"
"1297","Magnachip","MX","177921696","4.75","Luxembourg"
"1298","Newron Pharmaceuticals","NWRN.SW","176548967","9.18005","Italy"
"1299","Funkwerk AG","FEW.F","175534357","21.7794","Germany"
"1300","Lhyfe SA","LHYFE.PA","174839229","3.65349","France"
"1301","Eisen- und Hüttenwerke","EIS.F","174409234","9.90962","Germany"
"1302","Leifheit","LEI.DE","173465351","18.2947","Germany"
"1303","Parken Sport (F.C. Copenhagen)","PARKEN.CO","172499390","17.6569","Denmark"
"1304","Deutsche Konsum REIT-AG","DKG.DE","172276546","4.90036","Germany"
"1305","Emak S.p.A.","EM.MI","172005732","1.0563","Italy"
"1306","Tethys Oil","TETY.ST","171204977","5.30557","Sweden"
"1307","Fabasoft","FAA.DE","169761359","15.4634","Austria"
"1308","CS Diagnostics","FZRO","168907296","1.37","Germany"
"1309","Innate Pharma","IPHA","168708224","2.03","France"
"1310","Ambra","AMB.WA","168584655","6.68812","Poland"
"1311","Ten Square Games","TEN.WA","167192878","22.7877","Poland"
"1312","Gévelot SA","ALGEV.PA","166237700","216.705","France"
"1313","Urbas Grupo Financiero","UBS.MC","166060921","0.00370249","Spain"
"1314","11 bit studios","11B.WA","165951710","68.6545","Poland"
"1315","Gateway Real Estate","GTY.F","165412070","0.838506","Germany"
"1316","NoHo Partners","NOHO.HE","164728128","7.84057","Finland"
"1317","Columbus Energy","CLC.WA","164472623","2.39151","Poland"
"1318","Cereno Scientific","CRNO-B.ST","164404949","0.583613","Sweden"
"1319","SNGULAR","SNG.MC","164336169","3.11445","Spain"
"1320","Suominen","SUY1V.HE","162186562","2.80954","Finland"
"1321","Pricer AB","PRIC-B.ST","162116606","0.992285","Sweden"
"1322","Vente-Unique.com","ALVU.PA","161204661","16.6612","France"
"1323","Arise AB","ARISE.ST","161152266","3.89075","Sweden"
"1324","Roularta Media Group","ROU.BR","160918567","12.7954","Belgium"
"1325","Scandinavian Enviro Systems","SES.ST","160772647","0.199317","Sweden"
"1326","24SevenOffice","247.ST","160475037","2.36122","Sweden"
"1327","Digia Oyj","DIGIA.HE","160461096","6.01111","Finland"
"1328","UBM Development","UBS.VI","160298325","21.4527","Austria"
"1329","Kamux","KAMUX.HE","160223073","4.01829","Finland"
"1330","Freelance.com SA","ALFRE.PA","159976583","2.83132","France"
"1331","Prevas AB","PREV-B.ST","159884037","12.4083","Sweden"
"1332","The Platform Group","TPG.F","159134836","7.86235","Germany"
"1333","Bang &amp; Olufsen A/S","BO.CO","158740890","1.31186","Denmark"
"1334","Bastide Le Confort Médical","BLC.PA","158309119","21.6705","France"
"1335","Soltec Power Holdings","SOL.MC","157977532","1.74017","Spain"
"1336","Unifiedpost Group","UPG.BR","157672499","4.18164","Belgium"
"1337","Westwing Group","WEW.DE","157615943","7.84057","Germany"
"1338","GEOX","GEO.MI","156745081","0.614178","Italy"
"1339","Annehem Fastigheter","ANNE-B.ST","156494576","1.76852","Sweden"
"1340","ADLPartner (Dékuple)","DKUPL.PA","155961128","39.094","France"
"1341","Kulmbacher Brauerei","KUL.MU","155870631","46.3901","Germany"
"1342","Varta","VAR1.F","154908749","3.6328","Germany"
"1343","Smartbroker Holding","SB1.DE","151676794","9.03844","Germany"
"1344","Caltagirone Editore","CED.MI","151178255","1.41566","Italy"
"1345","CR Energy","CRZK.DE","149513039","6.35958","Germany"
"1346","Generalfinance","GF.MI","149287631","11.8153","Italy"
"1347","Serviceware","SJJ.DE","148644234","14.1566","Germany"
"1348","Nabaltec","NTG.DE","148535337","16.879","Germany"
"1349","clearvise AG","ABO.DE","148528211","1.97103","Germany"
"1350","Fortinova Fastigheter AB","FNOVA-B.ST","147713495","2.87744","Sweden"
"1351","TOYA S.A.","TOA.WA","146574965","1.95323","Poland"
"1352","Nanoform Finland","NANOFS.ST","146537699","1.71499","Finland"
"1353","Rottneros","RROS.ST","145852578","0.955959","Sweden"
"1354","Koenig &amp; Bauer","SKB.DE","145579475","8.80976","Germany"
"1355","Texaf","TEXF.BR","145336809","39.6385","Belgium"
"1356","Transgene SA","TNG.PA","144352155","1.09115","France"
"1357","SCHMID Group","SHMD","144259040","3.35","Germany"
"1358","Keyrus","ALKEY.PA","143678667","9.03844","France"
"1359","Lubawa","LBW.WA","143520353","0.955083","Poland"
"1360","SRP Groupe (Showroomprive.com)","SRP.PA","143065769","1.24687","France"
"1361","Banca Profilo","PRO.MI","142667956","0.21616","Italy"
"1362","Vitruvio Real Estate","YVIT.MC","142027834","15.4634","Spain"
"1363","FREYR Battery","FREY","141800560","1.015","Luxembourg"
"1364","Squirrel Media","SQRL.MC","141155927","1.55723","Spain"
"1365","CBo Territoria","CBOT.PA","140696400","3.95296","France"
"1366","HMS Bergbau","HMU.DE","140504358","30.7089","Germany"
"1367","Dominion Hosting","DHH.MI","139893264","28.7488","Italy"
"1368","Bulten AB","BULTEN.ST","138238666","6.58656","Sweden"
"1369","Brouwerij Handelsmaatschappij","COBH.BR","138026789","1840.36","Belgium"
"1370","Campine","CAMB.BR","137210062","91.4734","Belgium"
"1371","Björn Borg","BORG.ST","137032781","5.44897","Sweden"
"1372","Compagnie Du Mont-Blanc","MLCMB.PA","137002879","152.456","France"
"1373","R. Stahl AG","RSL2.DE","136752695","21.2349","Germany"
"1374","Sino AG","XTP.DE","136182346","58.2598","Germany"
"1375","SHW Group","SW10.HM","135547494","13.721","Germany"
"1376","Beta Systems Software","BSS.F","135249918","29.4022","Germany"
"1377","Schloss Wachenheim","SWA.DE","134544267","16.9879","Germany"
"1378","Vranken-Pommery Monopole","VRAP.PA","134473675","15.1367","France"
"1379","Sanok Rubber Company","SNK.WA","132305128","5.18076","Poland"
"1380","Gefran","GE.MI","132071942","9.29979","Italy"
"1381","Heidelberg Pharma","HPHA.DE","131953601","2.83132","Germany"
"1382","Doxa AB","DOXA.ST","131247997","0.102096","Sweden"
"1383","BEST S.A.","BST.WA","130840212","5.7761","Poland"
"1384","Sloman Neptun","NEP.HM","130604378","65.3381","Germany"
"1385","BAUER Group","B5A.HM","130420926","4.92214","Germany"
"1386","LumenRadio","LUMEN.ST","130129197","10.3435","Sweden"
"1387","Westag AG","WUG3.F","129417402","27.2242","Germany"
"1388","Bastei Lübbe","BST.DE","129370463","9.80072","Germany"
"1389","Digital Bros","DIB.MI","129091330","8.90776","Italy"
"1390","Inventiva","IVA","128004200","2.3","France"
"1391","Imperial Petroleum","IMPP","127487304","3.78","Greece"
"1392","Almawave","AIW.MI","126355518","4.21431","Italy"
"1393","Mediclin","MED.DE","126211478","2.65708","Germany"
"1394","Piscines Desjoyaux","ALPDX.PA","126090437","14.0477","France"
"1395","Pekabex","PBX.WA","124531875","5.01609","Poland"
"1396","Société de la Tour Eiffel","EIFF.PA","124312752","7.49211","France"
"1397","Oryzon Genomics","ORY.MC","124238458","1.95361","Spain"
"1398","Merkur PrivatBank","MBK.DE","123673910","15.8989","Germany"
"1399","Nueva Expresión Textil","NXT.MC","123665939","0.355004","Spain"
"1400","technotrans","TTR1.DE","123364504","17.8591","Germany"
"1401","Inclusio","INCLU.BR","122788954","16.5523","Belgium"
"1402","MRM","MRM.PA","122071393","38.1248","France"
"1403","Neonode","NEON","122031472","7.89","Sweden"
"1404","Kapsch TrafficCom","KTCG.VI","121775019","8.51574","Austria"
"1405","Bloober Team","6BO.SG","121057641","5.76064","Poland"
"1406","Answear.com","ANR.WA","120216346","6.33344","Poland"
"1407","DEMIRE Deutsche Mittelstand Real Estate","DMRE.DE","119496365","1.13253","Germany"
"1408","Ekinops","EKI.PA","118560357","4.39399","France"
"1409","Enapter AG","H2O.DE","117956746","4.3341","Germany"
"1410","Umbrella Solar Investment","USI.MC","117386848","5.44516","Spain"
"1411","Vectron Systems","V3S.DE","117254971","13.231","Germany"
"1412","Eurofins-Cerep","ALECR.PA","116446477","23086.1","France"
"1413","trivago","TRVG","115296560","1.65","Germany"
"1414","MGI Digital Technology","ALMDG.PA","114584236","18.1204","France"
"1415","Fleury Michon","ALFLE.PA","114211974","27.3331","France"
"1416","Biotalys","BTLS.BR","113458922","3.52826","Belgium"
"1417","BioPorto","BIOPOR.CO","112981176","0.262957","Denmark"
"1418","PCC Exol","PCX.WA","112494442","0.646011","Poland"
"1419","Titanium Oyj","TITAN.HE","111813359","10.8243","Finland"
"1420","Enad Global 7","EG7.ST","111805731","1.26187","Sweden"
"1421","Grammer AG","GMM.DE","111204521","7.45944","Germany"
"1422","Edel SE &amp; Co. KGaA","EDL.DE","111203406","5.22705","Germany"
"1423","Crossject","ALCJ.PA","109788705","2.66797","France"
"1424","Naturhouse Health","NTH.MC","109349241","1.82402","Spain"
"1425","Vitura SA","VTR.PA","108605632","6.37047","France"
"1426","Easy Software","ESY.HM","107341662","16.5523","Germany"
"1427","Guillemot Corporation","GUI.PA","107240074","7.27431","France"
"1428","FCR Immobilien","FC9.DE","107048938","10.4541","Germany"
"1429","Clere AG","CAG0.HM","106855494","13.721","Germany"
"1430","Tele Columbus","TC1.HM","106592547","0.35936","Germany"
"1431","Garo Aktiebolag","GARO.ST","106589419","2.13179","Sweden"
"1432","People Can Fly","PCF.WA","105800489","2.94378","Poland"
"1433","NFON AG","NFN.DE","103698495","6.26157","Germany"
"1434","DATA MODUL","DAM.DE","103677299","29.4022","Germany"
"1435","Tubos Reunidos","TRG.MC","103307268","0.593488","Spain"
"1436","DFV Deutsche Familienversicherung","DFV.DE","103256783","7.0783","Germany"
"1437","NSE SA","ALNSE.PA","102362235","32.2335","France"
"1438","Latécoère S.A.","LAT.PA","102064676","0.00816727","France"
"1439","Hoffmann Green Cement Technologies","ALHGR.PA","101721032","6.3378","France"
"1440","PWO AG","PWO.DE","101410215","32.4513","Germany"
"1441","Entech SA","ALESE.PA","101133738","6.94762","France"
"1442","EDAP TMS","EDAP","100922336","2.72","France"
"1443","Quercus TFI","QRS.WA","100550100","1.93043","Poland"
"1444","Genenta Science","GNTA","100193504","5.5","Italy"
"1445","q.beyond","QBY.DE","100115657","0.792769","Germany"
"1446","Gigas Hosting","GIGA.MC","99738900","8.60285","Spain"
"1447","Netel Holding","NETEL.ST","99707077","2.05531","Sweden"
"1448","Netfonds AG","NF4.DE","98925284","42.4698","Germany"
"1449","VIGO Photonics","VGO.WA","98620720","112.735","Poland"
"1450","Fractal Gaming Group","FRACTL.ST","98264775","3.37454","Sweden"
"1451","Llorente &amp; Cuenca","LLYC.MC","98232490","8.43951","Spain"
"1452","Solocal Group","LOCAL.PA","97957400","0.00294022","France"
"1453","Duro Felguera","MDF.MC","97947111","0.455189","Spain"
"1454","Aquafil","ECNL.MI","97451142","1.95361","Italy"
"1455","Masterflex","MZX.DE","96361355","10.0185","Germany"
"1456","2CRSI","AL2SI.PA","96089618","4.31232","France"
"1457","MDxHealth","MDXH","95521960","2.02","Belgium"
"1458","Tessellis","TSL.MI","95378852","0.383317","Italy"
"1459","Laiqon AG","LQAG.DE","95375237","5.00926","Germany"
"1460","Erbud","ERB.WA","95201455","7.98014","Poland"
"1461","Haulotte Group","PIG.PA","94952726","3.22335","France"
"1462","Mercor","MCR.WA","94894442","6.23211","Poland"
"1463","Ringmetall","HP3A.DE","94332597","3.24513","Germany"
"1464","Wielton","WLT.WA","94218829","1.56056","Poland"
"1465","Poujoulat","ALPJT.PA","93754904","11.9787","France"
"1466","Qrf","QRF.BR","92995587","11.9242","Belgium"
"1467","Streamwide","ALSTW.PA","92292750","32.9958","France"
"1468","Lokum Deweloper","LKD.WA","92113597","5.11742","Poland"
"1469","Micropole","ALMIC.PA","91550578","3.39758","France"
"1470","Optomed","OPTOMED.HE","91331373","4.66079","Finland"
"1471","Alligator Bioscience AB","ATORX.ST","90824753","0.118539","Sweden"
"1472","Balco Group","BALCO.ST","90231588","3.91943","Sweden"
"1473","Vocento","VOC.MC","89962139","0.747033","Spain"
"1474","Groupe LDLC","ALLDL.PA","89845785","14.7011","France"
"1475","Tipiak","TIPI.PA","89616844","97.5177","France"
"1476","Heliad AG","A7A.DE","88837548","10.563","Germany"
"1477","centrotherm international","CTNK.F","88032634","4.15986","Germany"
"1478","Hydrogène de France","HDF.PA","87941988","5.9131","France"
"1479","Agile Content","AGIL.MC","87294183","3.81139","Spain"
"1480","BBI Bürgerliches Brauhaus Immobilien","BBI.F","86638353","16.6612","Germany"
"1481","Mr.Bricolage","ALMRB.PA","86258364","8.40684","France"
"1482","OEX S.A.","OEX.WA","86257118","13.5789","Poland"
"1483","VITA 34","V3V.DE","85422089","4.90036","Germany"
"1484","InflaRx","IFRX","85364784","1.44","Germany"
"1485","Atos","ATO.PA","85273693","0.760971","France"
"1486","Nacon","NACON.PA","84933194","0.751388","France"
"1487","Neon Equity AG","D77.DE","84675213","1.92203","Germany"
"1488","Sport Lisboa e Benfica","SLBEN.LS","84656430","3.68071","Portugal"
"1489","ALBA SE","ABA.F","83580529","8.49396","Germany"
"1490","Mister Spex","MRX.F","83489875","2.45018","Germany"
"1491","Captor Therapeutics","CTX.WA","83398074","17.8856","Poland"
"1492","KAP AG","IUR.F","81625778","10.5085","Germany"
"1493","Creotech Instruments","CRI.WA","81375182","34.2006","Poland"
"1494","Verkkokauppa.com","VERK.HE","80812902","1.78591","Finland"
"1495","029 Group","Z29.DE","80583687","16.1167","Germany"
"1496","Micro Systemation","MSAB-B.ST","79447648","4.30182","Sweden"
"1497","Icape Holding","ALICA.PA","79093821","9.77894","France"
"1498","WASGAU Produktions &amp; Handels AG","MSH.F","79059131","11.9787","Germany"
"1499","Cavatina Holding Spólka Akcyjna","CAV.WA","78584649","3.09072","Poland"
"1500","IO Biotech","IOBT","78582744","1.1928","Denmark"
"1501","Synthaverse","SVE.WA","77895254","1.10455","Poland"
"1502","Prodware","ALPRO.PA","77517726","10.1274","France"
"1503","Athos Immobilien","ATH.VI","76742407","43.9943","Austria"
"1504","CI Games","CI7.F","76548605","0.407057","Poland"
"1505","Aquaporin","AQP.CO","75683140","3.25413","Denmark"
"1506","LUDWIG BECK am Rathauseck - Textilhaus Feldmeier","ECK.DE","75646303","20.4726","Germany"
"1507","DBV Technologies","DBVT","75239776","0.692","France"
"1508","Smart Good Things Holding","MLSGT.PA","74797691","3.4847","France"
"1509","Hydrogen-Refueling-Solutions","ALHRS.PA","74576605","4.90036","France"
"1510","AFYREN","ALAFY.PA","74406429","2.87488","France"
"1511","Catering International &amp; Services","ALCIS.PA","73934078","9.47403","France"
"1512","Gascogne Groupe","ALBI.PA","73238645","3.01644","France"
"1513","Dr. Hönle AG","HNL.DE","72612819","11.9787","Germany"
"1514","Nordwest Handel","NWX.F","72595008","22.6505","Germany"
"1515","KHD Humboldt Wedag International","KWG.DE","72528394","1.45922","Germany"
"1516","Nilörngruppen","NIL-B.ST","71938969","6.30933","Sweden"
"1517","Groupe OKwind","ALOKW.PA","71780638","8.71175","France"
"1518","LACROIX Group SA","LACR.PA","71636337","15.3","France"
"1519","Mentice AB","MNTC.ST","71617179","2.80096","Sweden"
"1520","Fernheizwerk Neukölln","FHW.F","71537267","27.8776","Germany"
"1521","Senzime AB","SEZI.ST","71177958","0.594606","Sweden"
"1522","McPhy Energy","MCPHY.PA","71172382","2.53774","France"
"1523","CDON AB","CDON.ST","70711279","6.577","Sweden"
"1524","Unibep","UNI.WA","70674918","2.15337","Poland"
"1525","Scherzer &amp; Co. AG","PZS.DE","69771974","2.33039","Germany"
"1526","Cabka","7GW.F","69650297","2.7442","Germany"
"1527","Miko Group","MIKO.BR","69247958","55.7552","Belgium"
"1528","Parrot S.A.","PARRO.PA","68617763","2.24328","France"
"1529","Adler Group","ADJ.DE","68513261","0.446477","Luxembourg"
"1530","ACTIA Group","ALATI.PA","68441673","3.38669","France"
"1531","Kostad AG","KES.VI","67534305","2.72242","Austria"
"1532","G5 Entertainment","G5EN.ST","67397940","8.64187","Sweden"
"1533","Vantiva","VANTI.PA","66739358","0.136121","France"
"1534","Infas Holding AG","IFS.F","66644887","7.40499","Germany"
"1535","3U Holding","UUU.DE","66632024","1.80987","Germany"
"1536","Creepy Jar","CRJ.WA","66352146","94.875","Poland"
"1537","WALLIX Group","ALLIX.PA","66061566","10.0294","France"
"1538","SergeFerrari Group","SEFER.PA","65734823","5.72798","France"
"1539","Toro Corp.","TORO","65113400","3.4","Cyprus"
"1540","Møns Bank","MNBA.CO","64790656","32.3953","Denmark"
"1541","LEWAG Holding","KGR.F","64167266","13.5032","Germany"
"1542","FORTEC Elektronik AG","FEV.DE","63713296","19.6014","Germany"
"1543","CombinedX","CX.ST","63494587","3.48925","Sweden"
"1544","OT Logistics","OTS.WA","63049984","4.81342","Poland"
"1545","Acanthe Développement","ACAN.PA","63023217","0.374605","France"
"1546","Dadelo","DAD.WA","62399830","5.34543","Poland"
"1547","Manz AG","M5Z.DE","62327361","7.29609","Germany"
"1548","Bike24 Holding","BIKE.DE","62042296","1.39388","Germany"
"1549","Polytec Holding","PYT.VI","61557696","2.79865","Austria"
"1550","Bever Holding","BEVER.AS","61298046","2.83132","Netherlands"
"1551","CGRE AG","LKB.DE","60764456","10.1274","Germany"
"1552","BRAIN Biotech","BNN.DE","60667673","2.77687","Germany"
"1553","YOC AG","YOC.DE","60572449","17.4235","Germany"
"1554","Artifex Mundi","ART.WA","59668359","5.01609","Poland"
"1555","Mural Oncology","MURA","59292240","3.48","Ireland"
"1556","Groupe Berkem","ALKEM.PA","59235596","3.36491","France"
"1557","Forsee Power","FORSE.PA","58438127","0.787324","France"
"1558","ORBIS AG","OBS.DE","58263112","6.15267","Germany"
"1559","Sogeclair","ALSOG.PA","58146767","19.057","France"
"1560","S.S. Lazio","SSL.MI","57979715","0.855929","Italy"
"1561","Sequans Communications","SQNS","57716104","2.3093","France"
"1562","IBU-tec advanced materials AG","IBU.DE","57415877","12.0876","Germany"
"1563","Wolftank-Adisa Holding","WOLF.VI","56365210","10.6719","Austria"
"1564","Global Fashion Group","GFG.DE","56225347","0.251552","Luxembourg"
"1565","Groupe Parot","ALPAR.PA","55599107","9.62648","France"
"1566","Daldrup &amp; Söhne","4DS.DE","55412353","9.25623","Germany"
"1567","High Co.","HCO.PA","55383073","2.82043","France"
"1568","Teract S.A.","TRACT.PA","55103221","0.751388","France"
"1569","Müller - Die lila Logistik","MLL.DE","54580451","6.8605","Germany"
"1570","ATARI","ALATA.PA","54079917","0.121965","France"
"1571","HanseYachts AG","H9Y.DE","53107599","2.78685","Germany"
"1572","Linz Textil","LTH.VI","52597190","175.324","Austria"
"1573","Sequana Medical","SEQUA.BR","51969291","0.969182","Belgium"
"1574","Pyxis Tankers","PXS","51962404","4.8558","Greece"
"1575","InfraCom Group AB","INFRA.ST","51789281","1.4913","Sweden"
"1576","Biosynex","ALBIO.PA","51779854","4.6499","France"
"1577","Delfingen Industry","ALDEL.PA","50554159","19.3292","France"
"1578","edding AG","EDD3.F","50254231","46.8257","Germany"
"1579","cyan AG","CYR.DE","50127475","2.48285","Germany"
"1580","SMT Scharf AG","S4AA.DE","50054043","9.14734","Germany"
"1581","Exasol AG","EXL.DE","49947673","2.06904","Germany"
"1582","Affimed","AFMD","49394520","3.15","Germany"
"1583","Ebusco Holding","EBUS.AS","48571591","0.756833","Netherlands"
"1584","ecotel communication","E4C.DE","48542960","13.8299","Germany"
"1585","Gentili Mosconi","GM.MI","48415550","2.54819","Italy"
"1586","Berentzen-Gruppe","BEZ.DE","47976051","5.10726","Germany"
"1587","Moulinvest","ALMOU.PA","47951780","15.8445","France"
"1588","DocCheck","AJ91.DE","46964469","9.25623","Germany"
"1589","Natuzzi","NTZ","46481608","4.22","Italy"
"1590","Coheris SA","COH.PA","45940329","8.08015","France"
"1591","Orapi SA","ORAP.PA","45828575","7.03474","France"
"1592","GenSight Biologics","SIGHT.PA","45602304","0.441032","France"
"1593","Cliq Digital AG","CLIQ.DE","45566826","7.37232","Germany"
"1594","MS Industrie","MSAG.DE","44710665","1.49189","Germany"
"1595","GORE German Office Real Estate","GAG.DE","43246897","0.842199","Germany"
"1596","Dierig Holding AG","DIE.DE","43117622","10.5085","Germany"
"1597","CeoTronics","CEK.DE","42686050","5.88043","Germany"
"1598","Softing AG","SYT.DE","42607810","4.72612","Germany"
"1599","SGT German Private Equity","GAI.DE","42605928","0.920179","Germany"
"1600","RATH Aktiengesellschaft","RAT.VI","42469781","28.3132","Austria"
"1601","Lava Therapeutics","LVTX","42075680","1.6","Netherlands"
"1602","Wiener Privatbank","WPB.VI","41691709","8.33061","Austria"
"1603","ad pepper media International","APM.DE","41593070","1.89481","Germany"
"1604","BigBen Interactive","BIG.PA","41503513","2.24328","France"
"1605","Top Ships","TOPS","41404488","8.95","Greece"
"1606","Delticom AG","DEX.DE","40377328","2.72242","Germany"
"1607","AHT Syngas Technology","3SQ1.DE","39522720","16.8901","Germany"
"1608","Hoftex Group AG","NBH.MU","39429293","7.24164","Germany"
"1609","Hunyvers","ALHUN.PA","39216774","10.1274","France"
"1610","Ateme SA","ATEME.PA","37590748","3.2778","France"
"1611","Touax SCA","TOUP.PA","37587442","5.3904","France"
"1612","Francotyp-Postalia Holding AG","FPH.DE","37430665","2.39573","Germany"
"1613","Warimpex Finanz- und Beteiligungs AG","WXF.VI","37417036","0.718719","Austria"
"1614","Artnet AG","ART.DE","37350748","6.37047","Germany"
"1615","GBK Beteiligungen AG","GBQ.HM","36752695","5.44484","Germany"
"1616","Netgem","ALNTG.PA","36407385","1.08679","France"
"1617","KPS AG","KSC.DE","36299874","0.882065","Germany"
"1618","Nexstim","NXTMH.HE","36100669","5.33595","Finland"
"1619","Grupa Kapitałowa Immobile","GKI.WA","36076026","0.481342","Poland"
"1620","Pantaflix AG","PAL.DE","35914200","1.40477","Germany"
"1621","STS Group","SF3.DE","35821627","5.55374","Germany"
"1622","Starbreeze","STAR-B.ST","35534656","0.0238799","Sweden"
"1623","BoomBit","BBT.WA","34555266","2.53338","Poland"
"1624","HWA AG","H9W.DE","33924319","4.46477","Germany"
"1625","Altisource Portfolio","ASPS","33620640","1.22","Luxembourg"
"1626","SW Umwelttechnik Stoiser &amp; Wolschner AG","SWUT.VI","33204789","45.7367","Austria"
"1627","DATRON AG","DAR.DE","33193179","8.38506","Germany"
"1628","Verimatrix","VMX.PA","32959956","0.38005","France"
"1629","Moolec Science","MLEC","32339736","0.8633","Luxembourg"
"1630","Medigene AG","MDG1.DE","32274856","2.17794","Germany"
"1631","Mynaric","MYNA","32197286","1.265","Germany"
"1632","Hutter &amp; Schrantz Stahlbau AG","HST.VI","32082492","21.4527","Austria"
"1633","Delignit AG","DLX.DE","31899447","3.11445","Germany"
"1634","Halloren Schokoladenfabrik","H2RB.HM","30945582","5.00926","Germany"
"1635","Wolford","WOL.VI","30833028","3.22335","Austria"
"1636","U10 Corp","ALU10.PA","30684465","1.7968","France"
"1637","Poulaillon","ALPOU.PA","30333882","5.93488","France"
"1638","FC Porto","FCP.LS","30167120","1.31765","Portugal"
"1639","Trophy Games","TGAMES.CO","29323548","1.08714","Denmark"
"1640","Prodways Group","PWG.PA","29242154","0.567353","France"
"1641","Varengold Bank AG","VG8.DE","28653662","2.8531","Germany"
"1642","Wedia SA","ALWED.PA","28627096","33.5402","France"
"1643","Artmarket.com","PRC.PA","28317585","4.21431","France"
"1644","Hvidbjerg Bank","HVID.CO","27950033","16.6354","Denmark"
"1645","INTERSHOP Communications","ISHA.DE","27789420","1.9057","Germany"
"1646","5th Planet Games","5PG.OL","27759212","0.103433","Denmark"
"1647","HiPay Group","ALHYP.PA","27551939","5.55374","France"
"1648","AURES Technologies","ALAUR.PA","26632467","6.7625","France"
"1649","hGears AG","HGEA.DE","26614396","2.55908","Germany"
"1650","Nebelhornbahn-Aktiengesellschaft","NHB0.MU","26501143","19.6014","Germany"
"1651","SBF AG","CY1K.DE","25789735","2.65708","Germany"
"1652","mwb fairtrade AG","MWB0.DE","25748224","3.43025","Germany"
"1653","Forever Entertainment","8FE.SG","25474908","0.842862","Poland"
"1654","Games Operators","GOP.WA","25411421","4.62088","Poland"
"1655","SM Wirtschaftsberatungs AG","SMWN.DE","25354459","6.37047","Germany"
"1656","Oncodesign Precision Medicine","ALOPM.PA","24632101","1.35577","France"
"1657","All in! Games","ALG.WA","24043396","0.317939","Poland"
"1658","Iterum Therapeutics","ITRM","23568828","1.038","Ireland"
"1659","Performance Shipping","PSHG","23495614","1.8899","Greece"
"1660","Asetek","ASTK.CO","23085933","0.237858","Denmark"
"1661","bet-at-home.com","ACX.DE","22927148","3.26691","Germany"
"1662","Elbstein AG","EBS.HM","22868344","0.762278","Germany"
"1663","A.S. Création Tapeten","ACWN.DE","22812000","8.27616","Germany"
"1664","Don't Nod Entertainment","ALDNE.PA","21307209","1.62801","France"
"1665","Sporting Clube de Braga","SCB.LS","20908200","17.4235","Portugal"
"1666","M2i Formation","ALMII.PA","20566024","3.92029","France"
"1667","Muehlhan AG","M4N.HM","20437587","1.47011","Germany"
"1668","Geratherm Medical","GME.DE","20391280","3.76783","Germany"
"1669","Mauna Kea Technologies","ALMKT.PA","20276781","0.304911","France"
"1670","MAG Interactive","MAGI.ST","19907688","0.751384","Sweden"
"1671","Sporttotal AG","WIG1.DE","19866728","0.560819","Germany"
"1672","DF Deutsche Forfait AG","DFTK.DE","19288224","1.62256","Germany"
"1673","Passat SA","PSAT.PA","19287662","4.87858","France"
"1674","VIA optronics AG","VIAO","17465854","0.2231","Germany"
"1675","Turbo Energy","TURB","15948354","1.4476","Spain"
"1676","Trinity Biotech","TRIB","15807401","1.67","Ireland"
"1677","Groupe Airwell","ALAIR.PA","15593163","2.46107","France"
"1678","Predilife","ALPRE.PA","15240041","4.07274","France"
